smart_uid,province,municipality,road_name,address_road,address_lot,latitude,longitude,lighting_control,sensor_type,manager,manager_phone,data_date,source_file
SMART-7bf92ac0b7,충청남도,공주시,차령로,충청남도 공주시 차령로1499,충청남도 공주시 공주시 소학동 102-1,36.4542881,127.1541631,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-67b25bc71b,충청남도,공주시,차령로,충청남도 공주시 차령로1499,충청남도 공주시 공주시 소학동 102-1,36.4540216,127.1541091,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-aa2b56934a,충청남도,공주시,차령로,충청남도 공주시 차령로1499,충청남도 공주시 공주시 소학동 102-1,36.4537509,127.1540537,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-d4918a0019,충청남도,공주시,금벽로,충청남도 공주시 금벽로 368,충청남도 공주시 공주시 신관동 553,36.4699646,127.1282136,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-8169dd357a,충청남도,공주시,금벽로,충청남도 공주시 금벽로 368,충청남도 공주시 공주시 신관동 553,36.4699878,127.1281741,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-3ad4f42deb,충청남도,공주시,금벽로,충청남도 공주시 금벽로 368,충청남도 공주시 공주시 신관동 553,36.4699414,127.1282532,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-639a1c8a2a,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4536168,127.1211086,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-9348cf29d0,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4520418,127.120882,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-aad8329e06,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.453959,127.1211185,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-442622e3a5,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4561539,127.1212241,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-081a4c7ce1,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4555373,127.1211958,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-393e8ef9d1,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4548412,127.1211597,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-80f57e9b87,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4524607,127.1210602,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-764b47aae4,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4564793,127.1212394,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-3ebdcbc4b0,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4545829,127.1211492,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-94ca7013a3,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4533376,127.1211946,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-14be81a387,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4527639,127.1213062,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-c2d0159239,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4530248,127.121302,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-5208aabf37,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4558383,127.1212111,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-2641e9c65c,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4542369,127.1211317,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-2ec06fed82,충청남도,공주시,포교당길,충청남도 공주시 포교당길 23,충청남도 공주시 공주시 반죽동 122-4,36.4552222,127.1211795,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-575dcb4a57,충청남도,공주시,금벽로,충청남도 공주시 금벽로 359,충청남도 공주시 공주시 신관동 495-22,36.470204,127.127305,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-4aeaa43172,충청남도,공주시,금벽로,충청남도 공주시 금벽로 359,충청남도 공주시 공주시 신관동 495-22,36.4702299,127.1272327,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-4211c80de4,충청남도,공주시,금벽로,충청남도 공주시 금벽로 351,충청남도 공주시 공주시 신관동 495-102,36.4707732,127.1267502,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-98e9b11f57,충청남도,공주시,금벽로,충청남도 공주시 금벽로 351,충청남도 공주시 공주시 신관동 495-102,36.4707463,127.1268052,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ff75fe4e98,충청남도,공주시,금벽로,충청남도 공주시 금벽로 351,충청남도 공주시 공주시 신관동 495-102,36.4707873,127.1267187,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-c4c382cc8b,충청남도,공주시,금벽로,충청남도 공주시 금벽로 351,충청남도 공주시 공주시 신관동 495-102,36.4707608,127.126777,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-c5adb7d0d0,충청남도,공주시,차령로,충청남도 공주시 차령로1499,충청남도 공주시 공주시 소학동 102-1,36.4516086,127.1534106,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-88fdc44c6c,충청남도,공주시,차령로,충청남도 공주시 차령로1499,충청남도 공주시 공주시 소학동 102-1,36.4518857,127.1534728,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-5e6e41c798,충청남도,공주시,차령로,충청남도 공주시 차령로1499,충청남도 공주시 공주시 소학동 102-1,36.452185,127.1535316,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-8e2dd2c795,충청남도,공주시,차령로,충청남도 공주시 차령로1499,충청남도 공주시 공주시 소학동 102-1,36.452448,127.1535859,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-a29c9d47be,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4615275,127.1242071,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-6bf5762b57,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4609377,127.1244784,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-90dcd1cb80,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4604988,127.1246772,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-c23b6afcca,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4565562,127.1284276,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-e795fc3398,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.456908,127.1283352,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-9bcb2f80a2,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4572809,127.1282352,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-12649430db,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4575015,127.128037,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-127e655dab,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4575825,127.1278844,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-551733d7bf,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4576526,127.1278187,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-0d8291ad31,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4574281,127.1274359,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-c831cf56e3,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4571414,127.1270269,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-c284753086,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4570219,127.126923,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-d655c4d3b5,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4569319,127.1268239,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-f365d94566,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4570654,127.1266334,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-e2a1c4a951,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4569297,127.1265404,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-5b1b3d2b97,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4567359,127.1265458,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-05a5bc9e10,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4565515,127.1266029,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-cf0fabfd9b,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4572629,127.1271065,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-a1c44a7a2b,충청남도,공주시,무령로,충청남도 공주시 무령로232,충청남도 공주시 공주시 산성동 31-118,36.4572893,127.1279359,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-89266bf9a2,충청남도,공주시,금벽로,충청남도 공주시 금벽로 465,충청남도 공주시 공주시 신관동 553-8,36.4652547,127.1365016,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-8ad83756d5,충청남도,공주시,금벽로,충청남도 공주시 금벽로 465,충청남도 공주시 공주시 신관동 553-8,36.4651975,127.136625,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-47084dc4d3,충청남도,공주시,금벽로,충청남도 공주시 금벽로 465,충청남도 공주시 공주시 신관동 553-8,36.4652261,127.1365633,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ea60fe7e01,충청남도,공주시,금벽로,충청남도 공주시 금벽로 429,충청남도 공주시 공주시 신관동 462-4,36.4673078,127.1327967,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-dbff03a8ac,충청남도,공주시,금벽로,충청남도 공주시 금벽로 429,충청남도 공주시 공주시 신관동 462-4,36.4672485,127.1329107,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-c675d3003b,충청남도,공주시,금벽로,충청남도 공주시 금벽로 429,충청남도 공주시 공주시 신관동 462-4,36.4672782,127.1328537,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ae20e8144a,충청남도,공주시,금벽로,충청남도 공주시 금벽로 403,충청남도 공주시 공주시 신관동 438-4,36.4684446,127.1307717,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-50604e5a50,충청남도,공주시,금벽로,충청남도 공주시 금벽로 403,충청남도 공주시 공주시 신관동 438-4,36.4684942,127.1306805,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-a01751c8f0,충청남도,공주시,금벽로,충청남도 공주시 금벽로 403,충청남도 공주시 공주시 신관동 438-4,36.4684694,127.1307261,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-99dce0d674,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4612149,127.1221659,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-5977c09d39,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4612658,127.1225454,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-cce8e0a818,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4613264,127.1229715,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-8c64990580,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4613785,127.1233922,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-309b64ca99,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4640392,127.1210177,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-77e020c810,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4625627,127.1212256,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-9d9381630e,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4629639,127.1211019,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ed5928a1c1,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4636898,127.1210462,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-dd568c05e4,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4621586,127.1213936,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-c6f756cf45,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.461787,127.1214455,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-f432a87479,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4633371,127.1210573,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-7312a0f29e,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4612432,127.1217835,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-0d2480cbf0,충청남도,공주시,느티나무길,충청남도 공주시 느티나무길12,충청남도 공주시 공주시 금성동 222,36.4615835,127.121639,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-178df7920e,충청남도,공주시,금벽로,충청남도 공주시 금벽로 510,충청남도 공주시 공주시 신관동 143,36.4630252,127.1402604,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-0038ff4d56,충청남도,공주시,금벽로,충청남도 공주시 금벽로 510,충청남도 공주시 공주시 신관동 143,36.4631202,127.1400082,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-d8eded13df,충청남도,공주시,금벽로,충청남도 공주시 금벽로 497,충청남도 공주시 공주시 신관동 154,36.4637774,127.1393688,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-e08e34c208,충청남도,공주시,금벽로,충청남도 공주시 금벽로 497,충청남도 공주시 공주시 신관동 154,36.4638006,127.1393232,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-0ed972a266,충청남도,공주시,금벽로,충청남도 공주시 금벽로 497,충청남도 공주시 공주시 신관동 154,36.4638238,127.1392776,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ad6d59edf4,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4600751,127.1248439,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-d96cf4a617,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4595909,127.1250562,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-dab9627992,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4651643,127.1234973,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-077e2884f8,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4647265,127.1234356,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-1821016b7d,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4642821,127.1233498,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-7224190c7e,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4636781,127.1233015,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-eabf1d3b17,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4660509,127.123897,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-54fe964e87,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4656087,127.1236127,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-9ca2a29ec2,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.46298,127.1235702,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-d9c50b8547,충청남도,공주시,웅진로,충청남도 공주시 웅진로253,충청남도 공주시 공주시 금성동 17-1,36.4624958,127.1237825,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-75d7104a84,충청남도,공주시,용당길,충청남도 공주시 용당길53,충청남도 공주시 공주시 교동 51-6,36.4587621,127.121477,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-b8cc964e75,충청남도,공주시,용당길,충청남도 공주시 용당길53,충청남도 공주시 공주시 교동 51-6,36.4587423,127.1219102,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ea76a127f5,충청남도,공주시,용당길,충청남도 공주시 용당길53,충청남도 공주시 공주시 교동 51-6,36.4587444,127.1221039,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-cf9322e598,충청남도,공주시,용당길,충청남도 공주시 용당길53,충청남도 공주시 공주시 교동 51-6,36.4587379,127.1223051,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ead34f6215,충청남도,공주시,신금1길,충청남도 공주시 신금1길 23,충청남도 공주시 공주시 신관동 676,36.4771754,127.1429415,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-d49449d05a,충청남도,공주시,신금1길,충청남도 공주시 신금1길 23,충청남도 공주시 공주시 신관동 676,36.4772112,127.1424638,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-4fa8b578cc,충청남도,공주시,신금1길,충청남도 공주시 신금1길 23,충청남도 공주시 공주시 신관동 676,36.476994,127.1417849,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-b2cc18520d,충청남도,공주시,신금1길,충청남도 공주시 신금1길 23,충청남도 공주시 공주시 신관동 676,36.4768134,127.1414695,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-c62f50d9a0,충청남도,공주시,신금1길,충청남도 공주시 신금1길 23,충청남도 공주시 공주시 신관동 676,36.476607,127.1410736,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-bbad179de4,충청남도,공주시,신금1길,충청남도 공주시 신금1길 23,충청남도 공주시 공주시 신관동 676,36.4763858,127.1406536,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-00009ec05a,충청남도,공주시,한적2길,충청남도 공주시 한적2길 8,충청남도 공주시 공주시 신관동 266-26,36.474842,127.1402744,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-a4d8ee6844,충청남도,공주시,한적2길,충청남도 공주시 한적2길 8,충청남도 공주시 공주시 신관동 266-26,36.4751132,127.1402596,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-4fc1795b11,충청남도,공주시,한적2길,충청남도 공주시 한적2길 8,충청남도 공주시 공주시 신관동 266-26,36.4753845,127.1402449,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-bdf7629bbf,충청남도,공주시,한적2길,충청남도 공주시 한적2길 8,충청남도 공주시 공주시 신관동 266-26,36.4756557,127.1402302,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ee3d397ea5,충청남도,공주시,한적2길,충청남도 공주시 한적2길 8,충청남도 공주시 공주시 신관동 266-26,36.4759269,127.1402154,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-6bc586048b,충청남도,공주시,한적2길,충청남도 공주시 한적2길 8,충청남도 공주시 공주시 신관동 266-26,36.4761622,127.140489,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-0454936ca2,충청남도,공주시,한적2길,충청남도 공주시 한적2길 8,충청남도 공주시 공주시 신관동 266-26,36.4758359,127.1405044,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-b7d7c52e79,충청남도,공주시,한적2길,충청남도 공주시 한적2길 8,충청남도 공주시 공주시 신관동 266-26,36.4755097,127.1405199,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-1580008234,충청남도,공주시,한적2길,충청남도 공주시 한적2길 8,충청남도 공주시 공주시 신관동 266-26,36.4751834,127.1405353,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-1096074e4c,충청남도,공주시,한적2길,충청남도 공주시 한적2길 8,충청남도 공주시 공주시 신관동 266-26,36.4748571,127.1405507,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-623de53239,충청남도,공주시,금성길,충청남도 공주시 금성길20,충청남도 공주시 공주시 금성동 21-3,36.4604606,127.1229365,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-3ec6b45641,충청남도,공주시,금성길,충청남도 공주시 금성길20,충청남도 공주시 공주시 금성동 21-3,36.4605817,127.1238487,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-3b340febd9,충청남도,공주시,금성길,충청남도 공주시 금성길20,충청남도 공주시 공주시 금성동 21-3,36.4605304,127.1234504,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-e362f483bb,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길 51-14 백제체육관,충청남도 공주시 공주시 웅진동 294,36.4619121,127.1072593,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-58e9ea8642,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길 51-14 백제체육관,충청남도 공주시 공주시 웅진동 294,36.4620897,127.1074368,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-6def935d6e,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길 51-14 백제체육관,충청남도 공주시 공주시 웅진동 294,36.4622673,127.1076142,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-439624575d,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길 51-14 백제체육관,충청남도 공주시 공주시 웅진동 294,36.4624449,127.1077917,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-577bde304a,충청남도,공주시,고마나루길,충청남도 공주시 고마나루길 51-14 백제체육관,충청남도 공주시 공주시 웅진동 294,36.4626407,127.1079795,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-5f68e654cf,충청남도,공주시,공주대학로,충청남도 공주시 공주대학로57,충청남도 공주시 공주시 신관동 산 9-14,36.4730663,127.1377916,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-a998b75353,충청남도,공주시,공주대학로,충청남도 공주시 공주대학로57,충청남도 공주시 공주시 신관동 산 9-14,36.4728347,127.137802,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-21b2579ca4,충청남도,공주시,공주대학로,충청남도 공주시 공주대학로57,충청남도 공주시 공주시 신관동 산 9-14,36.4725233,127.1378178,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-79fd50cde6,충청남도,공주시,공주대학로,충청남도 공주시 공주대학로57,충청남도 공주시 공주시 신관동 산 9-14,36.4722602,127.1378383,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-7c7873ff48,충청남도,공주시,공주대학로,충청남도 공주시 공주대학로57,충청남도 공주시 공주시 신관동 산 9-14,36.4720015,127.1378581,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-b18e37d020,충청남도,공주시,공주대학로,충청남도 공주시 공주대학로57,충청남도 공주시 공주시 신관동 산 9-14,36.471747,127.1378793,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
